name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
madrid,2020-01-01,12.3,-0.6,5.2,12.3,-0.6,5,-0.2,69.5,0,0,0,,0,0,8.6,5.3,51.2,1034.1,15,10.1,106,9.1,5,,2020-01-01T08:37:56,2020-01-01T17:58:24,0.17,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08213099999,08219099999,08222099999,08223099999,08215099999,08220099999"
madrid,2020-01-02,11.9,-1.7,5.1,11.9,-1.7,5,-0.6,68,0,0,0,,0,0,11.1,5.9,88.7,1033.1,24.9,10,100.3,8.7,4,,2020-01-02T08:38:04,2020-01-02T17:59:14,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-03,6,-0.2,3.3,6,-1.8,3.1,0.4,81.3,0,0,0,,0,0,11.1,7.7,84.8,1035.1,81,5.4,108.8,9.3,3,,2020-01-03T08:38:08,2020-01-03T18:00:06,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-04,11.8,-0.7,5.8,11.8,-0.7,4.3,-0.9,63.2,0,0,0,,0,0,33.7,17.3,42.7,1035,18.1,13.8,110.3,9.5,5,,2020-01-04T08:38:11,2020-01-04T18:00:59,0.31,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-05,12.7,-0.1,5.5,12.7,-2.1,4.7,-2.1,59.5,0,0,0,,0,0,18.5,10.1,48.5,1032.1,0,19.9,109.5,9.6,5,,2020-01-05T08:38:11,2020-01-05T18:01:53,0.36,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-06,14.4,-1.4,5.6,14.4,-3.7,5.2,-1.4,62,0,0,0,,0,0,11.4,7.9,59.9,1031.1,5.5,18.2,109.5,9.4,5,,2020-01-06T08:38:10,2020-01-06T18:02:49,0.4,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-07,14.3,-1.4,5.6,14.3,-2.6,5.5,-1.9,60.5,0,0,0,,0,0,10.4,6,84.2,1033.1,11.1,17.5,108.4,9.3,5,,2020-01-07T08:38:06,2020-01-07T18:03:46,0.44,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-08,15.1,-0.8,6.7,15.1,-2.7,6.6,-2.6,54.5,0,0,0,,0,0,8.7,5.4,113,1031.1,26,19.4,106.1,9.2,4,,2020-01-08T08:37:59,2020-01-08T18:04:45,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-09,12.7,1,7.2,12.7,-1.2,7,-0.2,60.2,0,0,0,,0,0,13.6,13.1,287.8,1028.5,11.3,19,103.7,9,4,,2020-01-09T08:37:51,2020-01-09T18:05:45,0.49,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-01-10,11.5,2.3,6.9,11.5,1.6,5.8,-1.7,55.9,0,0,0,,0,0,34.1,17.7,16.4,1029.1,18.1,15.7,106.9,9.2,5,,2020-01-10T08:37:40,2020-01-10T18:06:46,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-11,12.3,0.4,5.2,12.3,-2.2,4.1,-3.4,55.1,0,0,0,,0,0,19.7,10.8,32.4,1033.8,0.3,20,115.5,10,5,,2020-01-11T08:37:27,2020-01-11T18:07:48,0.51,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-01-12,10.7,-3.2,3.1,10.7,-5.6,2.8,-4.5,58.6,0,0,0,,0,0,10.7,7.3,106,1033.2,5.5,20.8,116.1,10.1,5,,2020-01-12T08:37:11,2020-01-12T18:08:51,0.52,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-13,8.6,-2.9,2.5,6.6,-5.1,2,-3,68.1,0,0,0,,0,0,14.5,12.1,187.1,1029.6,53.8,13,89.6,7.7,4,,2020-01-13T08:36:54,2020-01-13T18:09:55,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-01-14,8.9,-2.9,3,7.1,-2.9,2.8,-2.1,69.8,0,0,0,,0,0,12.2,10.9,172.8,1025.8,26.2,11.8,104.8,8.9,5,,2020-01-14T08:36:34,2020-01-14T18:11:00,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-15,8,3.1,5.7,8,1.9,5.5,1.6,75.2,0,0,0,,0,0,12.4,7.8,120.1,1026.8,86.3,9.9,29.4,2.5,1,,2020-01-15T08:36:12,2020-01-15T18:12:06,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-16,13.3,6,8.8,13.3,5.2,8.5,4.1,73,0,0,0,,0,0,88.9,8.6,180.2,1027.9,79.3,9.8,52,4.6,4,,2020-01-16T08:35:48,2020-01-16T18:13:13,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-17,11.9,5.1,8.3,11.9,4.1,7.6,2.9,70,0.001,100,4.17,rain,1,0.6,28.2,16.2,247.2,1030.4,50.5,17.2,70.2,6,3,,2020-01-17T08:35:22,2020-01-17T18:14:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-18,8.7,3,6.7,7.5,3,6.2,4,83.3,1.901,100,62.5,rain,2.6,1.8,23.5,11.2,227.2,1028.1,90.3,14.3,20.5,1.8,1,,2020-01-18T08:34:54,2020-01-18T18:15:29,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-01-19,10.4,4,6.3,10.4,-0.5,4,-3.9,53.6,0.542,100,54.17,rain,7.8,6.8,77.8,33.1,22.7,1022,74.7,20.8,63.2,5.5,3,,2020-01-19T08:34:24,2020-01-19T18:16:38,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-20,6.4,1.7,3.9,2.1,-2.3,-0.4,-10.6,34.5,0.206,100,33.33,rain,22.5,20.6,55.2,28,45,1025.1,78.4,21,38.2,3.1,2,,2020-01-20T08:33:51,2020-01-20T18:17:48,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-21,7.1,3.7,5,3.6,-0.9,0.9,-1.9,62.1,2.566,100,50,rain,18.2,45.4,56.7,28.5,45.2,1020.8,85.4,20.2,27.8,2.4,2,,2020-01-21T08:33:16,2020-01-21T18:18:58,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-22,10,4.5,6.3,8.9,0.5,3.8,0.9,69.2,1.058,100,20.83,rain,4.1,55.3,40.4,21.2,56.6,1019.3,85.5,19.4,69.5,5.9,4,,2020-01-22T08:32:40,2020-01-22T18:20:09,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-01-23,10.5,2,6.2,10.5,-0.5,4.4,0.9,69.7,0,0,0,,0,56,28.4,14,71.2,1020.2,44.5,13.7,100.7,8.7,5,,2020-01-23T08:32:01,2020-01-23T18:21:20,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-24,8.6,5.8,7.1,8.2,3.6,6.3,3.8,80.2,2.534,100,29.17,rain,2.6,56.8,18.3,11.1,116.8,1020.9,93.6,12.9,37,3.3,2,,2020-01-24T08:31:21,2020-01-24T18:22:32,1,"Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-25,9,5.9,7.2,8.5,4.5,6.3,5,86.1,10.091,100,75,rain,2.7,60.2,18.3,13.9,133,1018,93.7,10.5,28.1,2.3,2,,2020-01-25T08:30:38,2020-01-25T18:23:44,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-01-26,10.1,3,6.2,10.1,3,6,2.7,78.9,0.011,100,8.33,rain,0.7,61.5,24,16.8,245.7,1022.9,57.5,10.7,59.6,5.2,3,,2020-01-26T08:29:54,2020-01-26T18:24:56,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"08224099999,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,D4212,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-01-27,8.8,0.7,5.5,6.9,0.7,4.6,2.7,82.4,0.1,100,8.33,rain,0,58.9,33.1,20.6,240.9,1025.1,86.1,12.5,18.8,1.7,1,,2020-01-27T08:29:07,2020-01-27T18:26:09,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-28,12.2,8,10.1,12.2,5.8,9.3,7.4,83.5,0.095,100,4.17,rain,0,51,77.8,29.7,243.8,1022,85.8,19.8,48.2,3.9,2,,2020-01-28T08:28:19,2020-01-28T18:27:22,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-29,13.5,9.7,11,13.5,8.4,11,7.8,80.6,0.096,100,8.33,rain,0,37.3,28.8,21.4,241.2,1023.5,86.1,20.1,67.7,5.8,4,,2020-01-29T08:27:29,2020-01-29T18:28:35,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-01-30,11.6,8.2,9.7,11.6,7.1,9.2,6.3,79.3,0.001,100,4.17,rain,0,29.3,27.8,18.6,240.5,1024.5,78.2,18.7,55.9,4.7,2,,2020-01-30T08:26:37,2020-01-30T18:29:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-01-31,14.5,9.5,11.2,14.5,8,10.8,7.6,79.3,0.192,100,12.5,rain,0,23.1,25.1,21.5,246.3,1024.1,83.1,18.7,84.6,7.2,5,,2020-01-31T08:25:43,2020-01-31T18:31:02,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-02-01,17.1,11.1,13,17.1,11.1,13,9.3,78.9,0.273,100,16.67,rain,0,16.5,26.5,24.3,241.6,1024.7,71,18.7,128.5,11.2,6,,2020-02-01T08:24:47,2020-02-01T18:32:15,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-02-02,12.9,9.8,11.3,12.9,9.8,11.3,8.4,82.7,0.001,100,4.17,rain,0,8.7,9.9,4.3,236.7,1030.8,95.5,10.8,33.6,2.8,1,,2020-02-02T08:23:50,2020-02-02T18:33:29,0.27,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-02-03,18.3,8.5,11.7,18.3,8.3,11.6,6.8,73.3,0,0,0,,0,5.3,16.2,8.9,58.9,1031.3,58.5,9.4,128.5,11.1,5,,2020-02-03T08:22:51,2020-02-03T18:34:42,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-04,19.5,4.8,10.6,19.5,3.4,10.5,4.5,68.2,0,0,0,,0,4.6,35.2,16.2,42.2,1030,10.8,11.4,139.8,12,6,,2020-02-04T08:21:51,2020-02-04T18:35:56,0.37,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-05,14.1,4.5,8.7,14.1,3,8.3,-2,48.9,0,0,0,,0,2.9,26.8,14.7,67.2,1028.8,0.2,21.6,150.1,13,6,,2020-02-05T08:20:49,2020-02-05T18:37:10,0.41,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-06,10.7,2,7,10.7,-0.7,6.5,1.8,70.2,0,0,0,,0,2.1,11.8,9.8,54,1026.4,64,18,71.1,6.1,4,,2020-02-06T08:19:45,2020-02-06T18:38:23,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-07,12,2.9,7.8,12,1.1,7.7,3,72.1,0,0,0,,0,0.8,14.5,7.1,135.4,1024.8,48.6,11.6,130.8,11.2,5,,2020-02-07T08:18:40,2020-02-07T18:39:37,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-08,10.9,2.9,7.6,10.9,1.5,7.6,4.4,80.4,0,0,0,,0,0,18.5,9.2,261.8,1026.2,68.1,6.3,54,4.8,2,,2020-02-08T08:17:33,2020-02-08T18:40:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-09,11.9,5.9,8.6,11.9,5,8.5,5.5,81.2,0.002,100,4.17,rain,0,0,9,9.6,210.2,1031,85.3,8.6,53.9,4.8,3,,2020-02-09T08:16:25,2020-02-09T18:42:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-10,15.7,5.3,10,15.7,5.3,9.9,6.4,79.1,0,0,0,,0,0,12.6,7.7,254.2,1032.4,60.9,7,126.9,11.1,6,,2020-02-10T08:15:15,2020-02-10T18:43:16,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-11,13.3,5.7,9.3,13.3,4.6,9.3,6,80.2,0,0,0,,0,0,9.7,6,65.1,1028.6,70.6,4.4,62.2,5.3,4,,2020-02-11T08:14:04,2020-02-11T18:44:29,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-12,11.5,8.8,10.1,11.5,8.8,10.1,7.3,82.5,0,0,0,,0,0,12.4,8,140.7,1024.4,93,5.3,48.5,4.3,2,,2020-02-12T08:12:51,2020-02-12T18:45:42,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-13,14.5,8.6,10.8,14.5,7.9,10.8,6.6,75.9,0,0,0,,0,0,19.6,16.4,220.5,1023.9,68.1,10.7,96.2,8.4,5,,2020-02-13T08:11:38,2020-02-13T18:46:54,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-14,13.8,5.8,8.9,13.8,5.1,8.7,4.9,77.1,0.132,100,4.17,rain,0,0,12.5,7.2,79.2,1026.9,51.9,10.4,127.6,11,6,,2020-02-14T08:10:23,2020-02-14T18:48:06,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-15,15.9,2.6,9.2,15.9,0.9,9.1,3.4,68.3,0,0,0,,0,0,14.6,11.1,205.2,1027.5,25.8,10.8,152.1,13.2,6,,2020-02-15T08:09:06,2020-02-15T18:49:18,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-16,17,3.3,10.4,17,1.5,10.3,3.8,64.8,0,0,0,,0,0,27.4,17.5,220.4,1027.9,10.3,13,158.6,13.9,7,,2020-02-16T08:07:49,2020-02-16T18:50:30,0.78,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-02-17,13.9,4.8,9.6,13.9,4.8,9.5,6,78.7,0,0,0,,0,0,19.7,9.7,288.4,1028.4,73.4,10.7,62.8,5.4,2,,2020-02-17T08:06:30,2020-02-17T18:51:41,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-18,13.5,5.3,9,13.5,2.4,7.8,1.7,60.9,0,0,0,,0,0,28.4,15.4,34.4,1031.6,63,19.6,92.6,8.2,4,,2020-02-18T08:05:10,2020-02-18T18:52:52,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-19,15.5,3,8.5,15.5,1.2,7.6,-1.6,50.9,0,0,0,,0,0,24.8,11.8,44.2,1031.8,5,21.9,174.3,15.1,6,,2020-02-19T08:03:49,2020-02-19T18:54:03,0.93,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-20,16.6,0.8,9,16.6,-1.6,8.8,-1.4,50.1,0,0,0,,0,0,14.8,7.5,56.6,1026.8,0,20.3,172.7,14.9,6,,2020-02-20T08:02:27,2020-02-20T18:55:14,0.96,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-02-21,19.1,1.2,11.3,19.1,1.2,10.7,-2.8,39.5,0,0,0,,0,0,21.1,12.9,47.9,1029.5,3,21,180.1,15.6,6,,2020-02-21T08:01:04,2020-02-21T18:56:24,0.98,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-02-22,20.9,2,11.7,20.9,0.5,11.6,-1.6,42.1,0,0,0,,0,0,12.8,7.1,47.9,1032.6,6.8,21.6,185.2,16.1,7,,2020-02-22T07:59:40,2020-02-22T18:57:34,1,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-02-23,20.9,3,12.9,20.9,1.3,12.5,-1.7,38.2,0,0,0,,0,0,20.1,10.8,38.3,1033.4,0.5,22.1,184.5,16.1,7,,2020-02-23T07:58:15,2020-02-23T18:58:44,1,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-24,20.1,2.2,12.2,20.1,2.2,12.1,-0.6,43.2,0,0,0,,0,0,16.2,11,260.6,1027.8,4.9,21,185.3,16.2,7,,2020-02-24T07:56:49,2020-02-24T18:59:53,0,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-25,17.6,2.6,10.9,17.6,1.2,10.8,0.4,50.1,0,0,0,,0,0,30.2,22,287.5,1021.3,45.3,21.6,121.5,10.6,5,,2020-02-25T07:55:22,2020-02-25T19:01:02,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-26,15.3,6.1,10.4,15.3,3.4,9.6,-0.1,49.1,0,0,0,,0,0,33.6,20.3,295.5,1021,23.3,21.4,189.7,16.4,7,,2020-02-26T07:53:54,2020-02-26T19:02:11,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-27,18.3,4.9,11.6,18.3,4,11,0.5,48.4,0,0,0,,0,0,42.7,24.1,281.3,1022,14,17.1,172.2,15,6,,2020-02-27T07:52:25,2020-02-27T19:03:19,0.06,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-02-28,18.6,3.4,11.9,18.6,3.4,11.9,0.5,47,0,0,0,,0,0,19.7,7.6,212.1,1021.4,48.6,14.1,172.9,15,6,,2020-02-28T07:50:56,2020-02-28T19:04:27,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-02-29,12.7,7.1,10.1,12.7,4.3,9.4,3.7,65.1,0,0,0,,0,0,88.9,30.1,243.1,1014.1,57.8,20,72.8,6.1,3,,2020-02-29T07:49:26,2020-02-29T19:05:35,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-03-01,14.6,8,10.4,14.6,5,9.3,6,74.5,0.868,100,16.67,rain,0,0,81.7,34.9,234.5,1013.2,85.9,17.3,88.4,7.7,4,,2020-03-01T07:47:55,2020-03-01T19:06:43,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-03-02,11.8,6.6,9.9,11.8,4.9,9.1,1.7,58.7,1.259,100,37.5,rain,0,0,103.7,55.6,266.5,1009,62.9,18.7,150.6,12.9,6,,2020-03-02T07:46:23,2020-03-02T19:07:50,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2020-03-03,14.6,5.2,9.3,14.6,2.5,7.8,3,65.7,0.23,100,8.33,rain,0,0,96.5,30.4,246.2,1017.5,65.8,20.8,67.2,5.8,3,,2020-03-03T07:44:51,2020-03-03T19:08:57,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,08226099999,LETO,08213099999,08222099999,08223099999,D9945"
madrid,2020-03-04,18,10.6,13.5,18,10.6,13.5,5.8,62.7,0,0,0,,0,0,30.3,24.4,268.9,1019.1,55,21.8,199.2,17.2,8,,2020-03-04T07:43:18,2020-03-04T19:10:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
