name,datetime,temp,humidity,windspeed
madrid,2021-05-27,21.3,49.9,10.5
madrid,2021-05-28,20.9,59.1,14.0
madrid,2021-05-29,23.1,48.9,8.9
madrid,2021-05-30,24.4,46.0,19.5
madrid,2021-05-31,23.8,48.1,28.0
madrid,2021-06-01,20.1,68.4,22.7
madrid,2021-06-02,19.5,58.4,13.4
madrid,2021-06-03,22.5,51.3,19.9
madrid,2021-06-04,22.5,42.4,16.0
madrid,2021-06-05,18.3,73.9,15.1
madrid,2021-06-06,20.0,67.3,15.5
madrid,2021-06-07,23.7,45.3,13.3
madrid,2021-06-08,25.6,35.8,18.3
madrid,2021-06-09,26.2,31.0,22.0
madrid,2021-06-10,26.8,36.5,15.9
madrid,2021-06-11,25.3,43.4,25.2
madrid,2021-06-12,23.6,50.3,24.9
madrid,2021-06-13,25.4,38.7,22.5
madrid,2021-06-14,26.4,37.3,16.4
madrid,2021-06-15,26.7,36.8,21.5
madrid,2021-06-16,24.8,47.2,18.7
madrid,2021-06-17,17.7,83.6,22.3
madrid,2021-06-18,19.2,71.6,27.6
madrid,2021-06-19,18.8,56.4,18.7
madrid,2021-06-20,17.1,68.6,28.8
madrid,2021-06-21,17.6,60.4,26.1
madrid,2021-06-22,17.5,63.1,22.5
madrid,2021-06-23,18.7,56.5,10.4
madrid,2021-06-24,20.7,46.4,13.1
madrid,2021-06-25,23.9,42.4,13.8
madrid,2021-06-26,25.6,40.1,29.2
madrid,2021-06-27,24.1,32.2,33.0
madrid,2021-06-28,21.5,34.5,22.7
madrid,2021-06-29,22.9,36.4,9.8
madrid,2021-06-30,24.9,36.5,22.4
madrid,2021-07-01,25.8,31.5,24.1
madrid,2021-07-02,26.5,26.1,25.5
madrid,2021-07-03,25.9,35.8,29.3
madrid,2021-07-04,25.5,40.0,21.9
madrid,2021-07-05,26.5,42.3,31.7
madrid,2021-07-06,20.6,60.4,18.3
madrid,2021-07-07,19.8,50.0,20.8
madrid,2021-07-08,21.9,38.8,13.0
madrid,2021-07-09,25.1,39.5,10.6
madrid,2021-07-10,28.2,36.6,16.3
madrid,2021-07-11,30.1,27.7,33.3
madrid,2021-07-12,24.2,33.4,29.9
madrid,2021-07-13,20.7,36.0,15.5
madrid,2021-07-14,21.7,38.4,11.9
madrid,2021-07-15,23.6,37.4,13.8
madrid,2021-07-16,27.0,33.2,10.1
madrid,2021-07-17,29.3,26.4,12.2
madrid,2021-07-18,29.6,26.8,20.3
madrid,2021-07-19,28.4,30.2,15.7
madrid,2021-07-20,28.6,27.7,18.4
madrid,2021-07-21,28.9,28.4,13.1
madrid,2021-07-22,30.0,26.6,19.8
madrid,2021-07-23,27.6,25.2,29.3
madrid,2021-07-24,25.0,30.4,16.4
madrid,2021-07-25,24.5,33.2,25.8
madrid,2021-07-26,22.8,59.9,17.7
madrid,2021-07-27,26.0,46.3,23.0
madrid,2021-07-28,27.7,36.2,21.1
madrid,2021-07-29,28.5,42.1,22.0
madrid,2021-07-30,27.7,32.3,23.8
madrid,2021-07-31,23.0,42.1,32.0
madrid,2021-08-01,20.3,48.3,13.3
madrid,2021-08-02,23.2,35.3,16.7
madrid,2021-08-03,24.8,43.1,20.8
madrid,2021-08-04,25.9,38.0,18.3
madrid,2021-08-05,26.7,32.4,16.7
madrid,2021-08-06,26.6,31.8,31.8
madrid,2021-08-07,24.0,33.8,18.8
madrid,2021-08-08,23.5,33.3,11.1
madrid,2021-08-09,26.5,49.6,14.8
madrid,2021-08-10,28.4,46.4,12.0
madrid,2021-08-11,30.6,35.7,23.6
madrid,2021-08-12,30.0,33.1,25.7
madrid,2021-08-13,31.3,24.8,19.3
madrid,2021-08-14,32.6,25.3,24.8
madrid,2021-08-15,31.8,23.4,33.7
madrid,2021-08-16,28.7,23.7,17.2
madrid,2021-08-17,25.0,30.0,15.3
madrid,2021-08-18,26.0,32.5,13.1
madrid,2021-08-19,26.8,35.7,17.1
madrid,2021-08-20,27.0,40.7,19.2
madrid,2021-08-21,26.5,27.2,14.9
madrid,2021-08-22,27.9,25.6,10.0
madrid,2021-08-23,29.1,31.0,15.3
madrid,2021-08-24,25.9,43.1,18.8
madrid,2021-08-25,25.0,51.5,20.5
madrid,2021-08-26,25.0,53.3,13.2
madrid,2021-08-27,26.6,41.6,16.6
